BEER	ABV	IBU	GRAVITY	COLOR	CATEGORY_ID	CATEGORY_NAME	STYLE_ID	STYLE_NAME
Michelob Honey Wheat	5.6	13	1.01	3	26	Wheat Beer	10	American Pale Wheat Ale
Michelob Hop Hound Amber Wheat	5.3	13	1.01	3	26	Wheat Beer	10	American Pale Wheat Ale
Michelob Jack's Pumpkin Spice	5.5	NULL	NULL	NULL	44	Fruit/Vegetable	NULL	NULL
Michelob Lager	5	10	1.006	3	20	Lager	78	American Pale Lager
Michelob Light	4.3	10	1.001	3	20	Lager	80	Light Lager
Michelob Marzen	4.9	NULL	NULL	NULL	42	Marzen	NULL	NULL
Michelob Original Lager	5	10	1.006	3	20	Lager	78	American Pale Lager
Michelob Pale Ale	5.2	30	1.01	9	31	Pale Ale	46	English Pale Ale
Michelob Pale Ale	5.5	30	1.01	9	31	Pale Ale	46	English Pale Ale
Michelob Porter	5.9	35	1.014	29	23	Porter	11	American Porter
Michelob Porter	5.9	35	1.014	29	23	Porter	11	American Porter
Michelob Shock Top	5.2	15	1.01	3	26	Wheat Beer	38	Witbier
Michelob Ultra	4.2	10	1.001	3	20	Lager	80	Light Lager
Michelob Ultra Amber	5	10	1.001	3	20	Lager	80	Light Lager
Michelob Winter's Bourbon Cask Ale	6	25	1.016	17	44	Fruit/Vegetable	57	Winter Warmer
Michigan Celis Grand Cru	8	NULL	NULL	NULL	36	Strong Ale	NULL	NULL
Michigan Celis Pale Bock	3.9	NULL	NULL	NULL	31	Pale Ale	NULL	NULL
Michigan Celis Raspberry	3.9	NULL	NULL	NULL	44	Fruit/Vegetable	NULL	NULL
Michigan Celis White	3.9	NULL	NULL	NULL	26	Wheat Beer	NULL	NULL
Michigan High Seas India Pale Ale	7.2	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
Michigan Mackinac Pale Ale	5	NULL	NULL	NULL	31	Pale Ale	NULL	NULL
Michigan Nut Brown Ale	5	NULL	NULL	NULL	13	Brown Ale	NULL	NULL
Michigan Peninsula Porter	5.5	NULL	NULL	NULL	23	Porter	NULL	NULL
Michigan Screamin' Pumpkin Spiced Ale	6	NULL	NULL	NULL	44	Fruit/Vegetable	NULL	NULL
Michigan Sunset Amber	5	NULL	NULL	NULL	20	Lager	NULL	NULL
Michigan Superior Stout	5.5	NULL	NULL	NULL	11	Stout	NULL	NULL
Middle Ages Beast Bitter	5.3	40	1.013	12	28	Bitter	51	Extra Special / Strong Bitter (ESB)
Middle Ages Black Heart Stout	6.6	38	1.01	33	11	Stout	49	English Stout
Middle Ages Dragonslayer	9.5	70	1.024	35	11	Stout	56	Russian Imperial Stout
Middle Ages Druid Fluid	9.5	85	1.022	14	14	Barley Wine	2	American Barleywine
Middle Ages Grail Ale	5	32	1.012	13	29	Amber	1	American Amber / Red Ale
Middle Ages ImPaled Ale	6.5	50	1.014	11	10	India Pale Ale	45	English India Pale Ale (IPA)
Middle Ages Kilt Tilter	9	26	1.035	19	25	Scottish Style Ale	71	Scotch Ale / Wee Heavy
Middle Ages Wailing Wench	8	85	1.02	13	36	Strong Ale	13	American Strong Ale
Midnight Sun Arctic Devil	14	52	1.024	15	14	Barley Wine	41	English Barleywine
Midnight Sun Arctic Rhino Coffee Porter	5	35	1.014	29	23	Porter	11	American Porter
Midnight Sun Cohoho	8	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
Midnight Sun Conspiracy	8.5	28	1.017	17	36	Strong Ale	24	Belgian Strong Dark Ale
Midnight Sun Épluche-Culotte	8.5	30	1.011	6	9	Tripel	37	Tripel
Midnight Sun Kodiak Brown	5	20	1.011	22	13	Brown Ale	43	English Brown Ale
Midnight Sun La Mâitresse du Moine	11.5	20	1.013	13	33	Dubbel	28	Dubbel
Midnight Sun Melt Down	8	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
Midnight Sun Sockeye Red IPA	5.7	50	1.014	11	10	India Pale Ale	8	American IPA
Mikkeller All Others Pale	6	37	1.012	9	31	Pale Ale	9	American Pale Ale (APA)
Mikkeller Amarillo Single Hop IPA	7	50	1.014	11	10	India Pale Ale	8	American IPA
Mikkeller Beer Geek Breakfast	7.5	NULL	NULL	NULL	11	Stout	NULL	NULL
Mikkeller Beer Geek Brunch Weasel	10.9	NULL	NULL	NULL	11	Stout	NULL	NULL
Mikkeller Big Worse Barley Wine	12	85	1.022	14	14	Barley Wine	2	American Barleywine
Mikkeller Black	17.5	NULL	NULL	NULL	11	Stout	NULL	NULL
Mikkeller Black Hole	13.1	70	1.024	35	11	Stout	56	Russian Imperial Stout
Mikkeller Cascade Single Hop	6.9	50	1.014	11	10	India Pale Ale	8	American IPA
Mikkeller Czech-Style Pilsner	4.8	40	1.015	5	12	Pilsner	82	Czech Pilsener
Mikkeller Draft Bear	8	90	1.015	12	12	Pilsner	76	American Double / Imperial Pilsner
Mikkeller Fra Til (From To)	8	30	1.02	23	23	Porter	39	Baltic Porter
Mikkeller I Beat YoU	9.75	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
Mikkeller It's Alive	8	28	1.011	4	32	Wild Ale	25	Belgian Strong Pale Ale
Mikkeller Jackie Brown	6	32	1.012	27	13	Brown Ale	4	American Brown Ale
Mikkeller Nelson Sauvin Single Hop IPA	6.9	50	1.014	11	10	India Pale Ale	8	American IPA
Mikkeller Not Just Another Wit	7.6	15	1.01	3	26	Wheat Beer	38	Witbier
Mikkeller Nugget Single Hop IPA	6.9	50	1.014	11	10	India Pale Ale	8	American IPA
Mikkeller Santa's Little Helper 2007	11	28	1.017	17	36	Strong Ale	24	Belgian Strong Dark Ale
Mikkeller Santa's Little Helper 2008	11	28	1.017	17	36	Strong Ale	24	Belgian Strong Dark Ale
Mikkeller Simcoe Single Hop IPA	6.9	50	1.014	11	10	India Pale Ale	8	American IPA
Mikkeller Stateside IPA	7	50	1.014	11	10	India Pale Ale	8	American IPA
Mikkeller USAlive!	8	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
Mikkeller Warrior Single Hop IPA	6.9	50	1.014	11	10	India Pale Ale	8	American IPA
Miller Icehouse	5.5	10	1.006	3	20	Lager	74	American Adjunct Lager
Miller MGD	4.7	10	1.006	3	20	Lager	74	American Adjunct Lager
Miller Mickey's Fine Malt Liquor	5.6	20	1.018	5	8	Misc	77	American Malt Liquor
Miller Miller Chill	4.2	10	1.006	3	44	Fruit/Vegetable	74	American Adjunct Lager
Miller Miller Genuine Draft Light 64	3	10	1.006	3	20	Lager	74	American Adjunct Lager
Miller Miller High Life	4.7	10	1.006	3	20	Lager	74	American Adjunct Lager
Miller Miller High Life Light	4.2	10	1.001	3	20	Lager	80	Light Lager
Miller Miller Lite	4.2	10	1.006	3	20	Lager	74	American Adjunct Lager
Miller Milwaukee's Best	4.3	10	1.006	3	20	Lager	74	American Adjunct Lager
Miller Milwaukee's Best Ice	5.9	10	1.006	3	20	Lager	74	American Adjunct Lager
Miller Milwaukee's Best Light	4.2	10	1.006	3	20	Lager	74	American Adjunct Lager
Miller Steel Reserve	8.1	NULL	NULL	NULL	8	Misc	NULL	NULL
Minhas Simpler Times Lager	6.2	10	1.006	3	20	Lager	74	American Adjunct Lager
Minhas Simpler Times Pilsner	5.5	35	1.01	4	12	Pilsner	90	German Pilsener
Mission Amber Ale	5	38	1.013	16	38	Old Ale	59	Altbier
Mission Blonde Ale	5	25	1.009	4	39	Kolsch	65	Kölsch
Mission Hefeweizen	5	12	1.012	5	26	Wheat Beer	63	Hefeweizen
Mission IPA	6.8	50	1.014	11	10	India Pale Ale	8	American IPA
Molson Molson Canadian	5	10	1.006	3	20	Lager	74	American Adjunct Lager
Molson Molson Golden	5	20	1.011	4	30	Blonde	3	American Blonde Ale
Molson Molson Ice	5.6	10	1.006	3	20	Lager	74	American Adjunct Lager
Molson Molson XXX	7.3	20	1.018	5	8	Misc	77	American Malt Liquor
Moortgat Duvel	8.5	28	1.011	4	36	Strong Ale	25	Belgian Strong Pale Ale
Moortgat Duvel Green	6.8	NULL	NULL	NULL	31	Pale Ale	NULL	NULL
Moortgat Maredsous 10	10	30	1.011	6	9	Tripel	37	Tripel
Moortgat Maredsous 6	6	25	1.012	11	30	Blonde	23	Belgian Pale Ale
Moortgat Maredsous 8	8	20	1.013	13	33	Dubbel	28	Dubbel
Moosehead Lager	5	10	1.006	3	20	Lager	78	American Pale Lager
Morland Old Speckled Hen	5.2	30	1.01	9	31	Pale Ale	46	English Pale Ale
Moylans Dragoons	5	37	1.009	32	11	Stout	68	Irish Dry Stout
Moylans Hopsickle	9.2	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
Moylans Kilt Lifter	8	26	1.035	19	25	Scottish Style Ale	71	Scotch Ale / Wee Heavy
Moylans Moylander	8.5	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
Moylans Old Blarney	10	85	1.022	14	14	Barley Wine	2	American Barleywine
Moylans Ryan Sullivan's Imperial Stout	10	70	1.024	35	11	Stout	56	Russian Imperial Stout
Moylans Tipperary Pale Ale	5	37	1.012	9	31	Pale Ale	9	American Pale Ale (APA)
Murphy Murphy's Irish Red	5	22	1.011	14	8	Misc	69	Irish Red Ale
Murphy Murphy's Irish Stout	4	37	1.009	32	11	Stout	68	Irish Dry Stout
Mythos Mythos	5	NULL	NULL	NULL	20	Lager	NULL	NULL
Nacional Dominicana Presidente	6	10	1.006	3	12	Pilsner	74	American Adjunct Lager
Nethergate Augustinian Ale	5.2	30	1.01	9	31	Pale Ale	46	English Pale Ale
Nethergate Old Growler	5.5	27	1.011	25	23	Porter	48	English Porter
New Belgium 1554	5.6	25	1.015	16	20	Lager	21	Belgian Dark Ale
New Belgium 2° Below Winter Ale	6.6	NULL	NULL	NULL	28	Bitter	NULL	NULL
New Belgium Abbey Ale	7	20	1.013	13	33	Dubbel	28	Dubbel
New Belgium Belgian Style Blond	8.5	NULL	NULL	NULL	36	Strong Ale	NULL	NULL
New Belgium Belgo IPA	8	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
New Belgium Biere De Mars	6.2	NULL	NULL	NULL	32	Wild Ale	NULL	NULL
New Belgium Blue Paddle Pilsner	4.8	NULL	NULL	NULL	12	Pilsner	NULL	NULL
New Belgium Dark Kriek	8	NULL	NULL	NULL	32	Wild Ale	NULL	NULL
New Belgium Eric's Ale	7	17	1.01	8	32	Wild Ale	14	American Wild Ale
New Belgium Fat Tire	5.2	32	1.012	13	29	Amber	1	American Amber / Red Ale
New Belgium Giddy Up!	6	32	1.012	13	44	Fruit/Vegetable	1	American Amber / Red Ale
New Belgium Hoptober	6	20	1.011	4	30	Blonde	3	American Blonde Ale
New Belgium Imperial Berliner Weisse	7	NULL	NULL	NULL	26	Wheat Beer	NULL	NULL
New Belgium La Folie	6	18	1.007	13	32	Wild Ale	31	Flanders Red Ale
New Belgium Le Fleur Misseur	6.5	NULL	NULL	NULL	31	Pale Ale	NULL	NULL
New Belgium Mighty Arrow	6	37	1.012	9	31	Pale Ale	9	American Pale Ale (APA)
New Belgium Mighty Arrow	6	37	1.012	9	31	Pale Ale	9	American Pale Ale (APA)
New Belgium Mothership Wit	4.8	15	1.01	3	26	Wheat Beer	38	Witbier
New Belgium Old Cherry	6.5	13	1.012	8	44	Fruit/Vegetable	101	Fruit / Vegetable Beer
New Belgium Ranger IPA	6.5	50	1.014	11	10	India Pale Ale	8	American IPA
New Belgium Sahti	7.2	NULL	NULL	NULL	8	Misc	NULL	NULL
New Belgium Skinny Dip	4.2	20	1.011	4	30	Blonde	3	American Blonde Ale
New Belgium Springboard	6.2	25	1.012	11	44	Fruit/Vegetable	23	Belgian Pale Ale
New Belgium Sunshine Wheat	4.8	13	1.01	3	26	Wheat Beer	10	American Pale Wheat Ale
New Belgium Sunshine Wheat	4.8	13	1.01	3	26	Wheat Beer	10	American Pale Wheat Ale
New Belgium Transatlantique Kriek	8	NULL	NULL	NULL	32	Wild Ale	NULL	NULL
New Belgium Trippel	7.8	30	1.011	6	9	Tripel	37	Tripel
New Belgium Vrienden Ale	8.5	NULL	NULL	NULL	32	Wild Ale	NULL	NULL
New English Troopers Tipple	4.8	50	1.014	11	10	India Pale Ale	45	English India Pale Ale (IPA)
New Glarus Coffee Stout	5.75	55	1.016	35	11	Stout	12	American Stout
New Glarus Crack'd Wheat	5.95	12	1.012	5	26	Wheat Beer	63	Hefeweizen
New Glarus Dancing Man Wheat	7.2	12	1.012	5	26	Wheat Beer	63	Hefeweizen
New Glarus Fat Squirrel Ale	5.8	20	1.011	22	13	Brown Ale	43	English Brown Ale
New Glarus Hop Hearty Ale	6.1	50	1.014	11	10	India Pale Ale	8	American IPA
New Glarus Raspberry Tart	4	13	1.012	8	44	Fruit/Vegetable	101	Fruit / Vegetable Beer
New Glarus Spotted Cow	5.1	18	1.009	4	17	Cream Ale	17	Cream Ale
New Glarus Stone Soup	5.3	25	1.012	11	30	Blonde	23	Belgian Pale Ale
New Glarus Unplugged Enigma	5.5	13	1.012	8	44	Fruit/Vegetable	101	Fruit / Vegetable Beer
New Glarus Wisconsin Belgian Red	5.1	13	1.012	8	44	Fruit/Vegetable	101	Fruit / Vegetable Beer
New Holland Dark Tulip	9	30	1.011	6	9	Tripel	37	Tripel
New Holland Dragon's Milk	9	26	1.02	17	36	Strong Ale	50	English Strong Ale
New Holland Existential Hopwine	10.5	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
New Holland Full Circle	5.25	25	1.009	4	39	Kolsch	65	Kölsch
New Holland Golden Cap	7	25	1.007	9	24	Saison	36	Saison / Farmhouse Ale
New Holland Ichabod	4.8	20	1.015	15	44	Fruit/Vegetable	18	Pumpkin Ale
New Holland Mad Hatter	5.8	50	1.014	11	10	India Pale Ale	8	American IPA
New Holland Night Tripper	10.8	NULL	NULL	NULL	11	Stout	NULL	NULL
New Holland Pilgrim's Dole	10	50	1.022	20	26	Wheat Beer	20	Wheatwine
New Holland The Poet	5.5	33	1.015	32	11	Stout	54	Oatmeal Stout
New Zealand Breweries Steinlager	5	12	1.006	3	20	Lager	84	Euro Pale Lager
Ninkasi Believer	6.9	32	1.012	13	29	Amber	1	American Amber / Red Ale
Ninkasi Oatis	7.5	33	1.015	32	11	Stout	54	Oatmeal Stout
Ninkasi Total Domination	6.7	50	1.014	11	10	India Pale Ale	8	American IPA
Ninkasi Tricerahops	8.8	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
Nogne O Bitter	4.5	30	1.009	9	28	Bitter	42	English Bitter
Nogne O Brown Ale	4.5	20	1.011	22	13	Brown Ale	43	English Brown Ale
Nogne O Brun	6	25	1.015	16	36	Strong Ale	21	Belgian Dark Ale
Nogne O God Jul	8.5	27	1.011	25	23	Porter	48	English Porter
Nogne O Imperial Stout	9	70	1.024	35	11	Stout	56	Russian Imperial Stout
Nogne O India Pale Ale	7.5	50	1.014	11	10	India Pale Ale	8	American IPA
Nogne O Pale Ale	6	37	1.012	9	31	Pale Ale	9	American Pale Ale (APA)
Nogne O Porter	7	27	1.011	25	23	Porter	48	English Porter
Nogne O Tyttebaer	8	17	1.01	8	32	Wild Ale	14	American Wild Ale
North Coast Acme California IPA	6.5	50	1.014	11	10	India Pale Ale	8	American IPA
North Coast Acme California Pale Ale	5	NULL	NULL	NULL	31	Pale Ale	NULL	NULL
North Coast Blue Star	4.5	13	1.01	3	26	Wheat Beer	10	American Pale Wheat Ale
North Coast Brother Thelonious	9	20	1.013	13	33	Dubbel	28	Dubbel
North Coast Cru D'or	8	20	1.013	13	33	Dubbel	28	Dubbel
North Coast Le Merle	7.9	NULL	NULL	NULL	24	Saison	NULL	NULL
North Coast Old No. 38 Stout	5.6	37	1.009	32	11	Stout	68	Irish Dry Stout
North Coast Old Plowshare Stout	5.7	55	1.016	35	11	Stout	12	American Stout
North Coast Old Rasputin	9	70	1.024	35	11	Stout	56	Russian Imperial Stout
North Coast Old Stock Ale	12.5	45	1.019	16	38	Old Ale	55	Old Ale
North Coast Pranqster	7.6	28	1.011	4	31	Pale Ale	25	Belgian Strong Pale Ale
North Coast Red Seal Ale	5.5	NULL	NULL	NULL	29	Amber	NULL	NULL
North Coast Scrimshaw Pilsner	4.4	NULL	NULL	NULL	20	Lager	NULL	NULL
Odell Brewing 5 Barrel Pale Ale	5.2	NULL	NULL	NULL	31	Pale Ale	NULL	NULL
Odell Brewing 90 Shilling Ale	5.5	32	1.012	13	29	Amber	1	American Amber / Red Ale
Odell Brewing Bourbon Barrel Stout	10.5	NULL	NULL	NULL	11	Stout	NULL	NULL
Odell Brewing Cutthroat Porter	5.1	NULL	NULL	NULL	23	Porter	NULL	NULL
Odell Brewing Double Pilsner	8.1	NULL	NULL	NULL	12	Pilsner	NULL	NULL
Odell Brewing Easy Street Wheat	4.6	NULL	NULL	NULL	26	Wheat Beer	NULL	NULL
Odell Brewing Isolation Ale	6	NULL	NULL	NULL	36	Strong Ale	NULL	NULL
Odell Brewing Levity Amber Ale	5.1	NULL	NULL	NULL	29	Amber	NULL	NULL
Odell Brewing Odell IPA	7	50	1.014	11	10	India Pale Ale	8	American IPA
Odell Brewing Red Ale	6.5	NULL	NULL	NULL	29	Amber	NULL	NULL
Odell Brewing Saboteur	10	17	1.01	8	32	Wild Ale	14	American Wild Ale
Odell Brewing St. Lupulin	6.5	NULL	NULL	NULL	31	Pale Ale	NULL	NULL
Oggi's Black Magic Stout	6.8	NULL	NULL	NULL	11	Stout	NULL	NULL
Oggi's California Gold Blonde Ale	4.5	NULL	NULL	NULL	17	Cream Ale	NULL	NULL
Oggi's Hop Juice Double IPA	9.4	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
Oggi's McGarvey's Scottish Ale	5	NULL	NULL	NULL	25	Scottish Style Ale	NULL	NULL
Oggi's Paradise Pale Ale	4.8	NULL	NULL	NULL	31	Pale Ale	NULL	NULL
Oggi's Sunset Amber Ale	5	NULL	NULL	NULL	29	Amber	NULL	NULL
Oggi's Torrey Pines IPA	6.8	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
Old Dominion Dominion Millennium Ale	11.4	52	1.024	15	14	Barley Wine	41	English Barleywine
Old Dominion Dominion Oak Barrel Stout	5.2	55	1.016	35	11	Stout	12	American Stout
Ommegang Abbey Ale	8.5	20	1.013	13	33	Dubbel	28	Dubbel
Ommegang Adoration	10	28	1.017	17	36	Strong Ale	24	Belgian Strong Dark Ale
Ommegang Biere de Mars	6.5	15	1.012	12	35	Biere de Garde	27	Bière de Garde
Ommegang BPA	6.2	25	1.012	11	31	Pale Ale	23	Belgian Pale Ale
Ommegang Chocolate Indulgence	7	25	1.015	16	11	Stout	21	Belgian Dark Ale
Ommegang Hennepin	7.7	25	1.007	9	24	Saison	36	Saison / Farmhouse Ale
Ommegang Ommegeddon	8	17	1.01	8	32	Wild Ale	14	American Wild Ale
Ommegang Rare Vos	6.5	25	1.015	16	29	Amber	21	Belgian Dark Ale
Ommegang Three Philosophers	9.8	28	1.017	17	34	Quad	35	Quadrupel (Quad)
Ommegang Tripel Perfection	8.9	30	1.011	6	9	Tripel	37	Tripel
Ommegang Witte	5.1	15	1.01	3	26	Wheat Beer	38	Witbier
Ommegang Zuur	6	15	1.015	19	32	Wild Ale	30	Flanders Oud Bruin
Oriental Cass Fresh	4.5	NULL	NULL	NULL	20	Lager	NULL	NULL
Oriental OB Lager	4.5	NULL	NULL	NULL	20	Lager	NULL	NULL
Orkney Dark Island	4.6	18	1.012	13	25	Scottish Style Ale	72	Scottish Ale
Orkney Dragonhead Stout	4	38	1.01	33	11	Stout	49	English Stout
Orkney SkullSplitter	8.5	26	1.035	19	25	Scottish Style Ale	71	Scotch Ale / Wee Heavy
Orval Orval	6.9	25	1.012	11	31	Pale Ale	23	Belgian Pale Ale
Oskar Blues Dale's Pale Ale	6.5	37	1.012	9	31	Pale Ale	9	American Pale Ale (APA)
Oskar Blues Gordon	8.7	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
Oskar Blues Mamas Little Yella Pils	5.3	40	1.015	5	12	Pilsner	82	Czech Pilsener
Oskar Blues Old Chub	8	18	1.012	13	25	Scottish Style Ale	72	Scottish Ale
Oskar Blues Ten Fidy	10	70	1.024	35	11	Stout	56	Russian Imperial Stout
Otter Creek 15th Anniversary IPA	6.8	50	1.014	11	10	India Pale Ale	8	American IPA
Otter Creek Copper Ale	5.4	38	1.013	16	38	Old Ale	59	Altbier
Otter Creek Cuckoo Bock	7.5	28	1.015	8	16	Bock Beer	92	Maibock / Helles Bock
Otter Creek Equinox Ale	?	40	1.013	12	28	Bitter	51	Extra Special / Strong Bitter (ESB)
Otter Creek Holy Otter	?	30	1.011	6	9	Tripel	37	Tripel
Otter Creek Imperial IPA	11	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
Otter Creek Mud Bock	5.7	21	1.02	16	16	Bock Beer	87	Doppelbock
Otter Creek Oktoberfest	4.8	32	1.012	13	42	Marzen	1	American Amber / Red Ale
Otter Creek Otter Kilter	6.5	26	1.035	19	25	Scottish Style Ale	71	Scotch Ale / Wee Heavy
Otter Creek Otter Mon	?	50	1.015	35	11	Stout	52	Foreign / Export Stout
Otter Creek Otter San	?	20	1.011	4	45	Specialty Grain	3	American Blonde Ale
Otter Creek Otterbahn	8	22	1.019	19	16	Bock Beer	67	Weizenbock
Otter Creek Otteroo	7.13	30	1.01	9	30	Blonde	46	English Pale Ale
Otter Creek Pale Ale	4.6	37	1.012	9	31	Pale Ale	9	American Pale Ale (APA)
Otter Creek Raspberry Brown Winter Ale	5.8	32	1.012	27	44	Fruit/Vegetable	4	American Brown Ale
Otter Creek Russian Imperial Stout	10.6	70	1.024	35	11	Stout	56	Russian Imperial Stout
Otter Creek Stovepipe Porter	5.4	35	1.014	29	23	Porter	11	American Porter
Otter Creek Summer Ale	4.9	13	1.01	3	26	Wheat Beer	10	American Pale Wheat Ale
Otter Creek Vermont Lager	5	40	1.015	5	12	Pilsner	82	Czech Pilsener
Otter Creek White Sail	5	15	1.01	3	26	Wheat Beer	38	Witbier
Otter Creek Wolaver's Ben Gleason's White Ale	4.34	NULL	NULL	NULL	26	Wheat Beer	NULL	NULL
Otter Creek Wolaver's Brown Ale	5.7	20	1.011	22	13	Brown Ale	43	English Brown Ale
Otter Creek Wolaver's India Pale Ale	6.5	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
Otter Creek Wolaver's Pale Ale	5.8	NULL	NULL	NULL	31	Pale Ale	NULL	NULL
Otter Creek Wolaver's Pat Leavy's All-American Ale	6	NULL	NULL	NULL	29	Amber	NULL	NULL
Otter Creek Wolaver's Will Steven's Pumpkin Ale	5.35	NULL	NULL	NULL	44	Fruit/Vegetable	NULL	NULL
Otter Creek Wolaver's Wit Bier	4.6	NULL	NULL	NULL	26	Wheat Beer	NULL	NULL
Otter Wolaver's Oatmeal Stout	5.9	33	1.015	32	11	Stout	54	Oatmeal Stout
Pabst Lone Star	4.72	10	1.006	3	20	Lager	74	American Adjunct Lager
Pabst Old Milwaukee	4.6	10	1.006	3	20	Lager	74	American Adjunct Lager
Pabst Old Milwaukee Light	3.9	10	1.006	3	20	Lager	74	American Adjunct Lager
Pabst Old Style	4.64	10	1.006	3	20	Lager	74	American Adjunct Lager
Pabst Old Style Light	4.64	10	1.001	3	20	Lager	80	Light Lager
Pabst Olympia	4.73	NULL	NULL	NULL	20	Lager	NULL	NULL
Pabst Pabst Blue Ribbon	5	10	1.006	3	20	Lager	74	American Adjunct Lager
Pabst Pabst Blue Ribbon Light	4.3	10	1.006	3	20	Lager	74	American Adjunct Lager
Pabst Stroh's	4.6	10	1.006	3	20	Lager	74	American Adjunct Lager
Palm Palm Speciale	5.4	25	1.012	11	31	Pale Ale	23	Belgian Pale Ale
Paulaner Hefe-Weizen	5.5	12	1.012	5	26	Wheat Beer	63	Hefeweizen
Paulaner Oktoberfest Marzen	6	23	1.014	11	42	Marzen	95	Märzen / Oktoberfest
Paulaner Original Munich Lager	4.9	19	1.01	4	20	Lager	94	Munich Helles Lager
Paulaner Premium Pils	4.9	NULL	NULL	NULL	20	Lager	NULL	NULL
Paulaner Salvator	7.9	21	1.02	16	16	Bock Beer	87	Doppelbock
Peak Organic IPA	7.2	50	1.014	11	10	India Pale Ale	8	American IPA
Peroni Peroni	5.1	12	1.006	3	20	Lager	84	Euro Pale Lager
Philadelphia Fleur de Lehigh	4.5	25	1.012	11	30	Blonde	23	Belgian Pale Ale
Philadelphia Joe	5	35	1.014	29	23	Porter	11	American Porter
Philadelphia Kenzinger	4.5	25	1.009	4	39	Kolsch	65	Kölsch
Philadelphia Newbold IPA	6.5	50	1.014	11	10	India Pale Ale	8	American IPA
Philadelphia Rowhouse Red	5	25	1.007	9	24	Saison	36	Saison / Farmhouse Ale
Philadelphia Walt Wit	4.2	15	1.01	3	26	Wheat Beer	38	Witbier
Pisgah Baptista	11.5	NULL	NULL	NULL	36	Strong Ale	NULL	NULL
Pisgah Cosmos	9.5	NULL	NULL	NULL	36	Strong Ale	NULL	NULL
Pisgah Equinox	7.5	NULL	NULL	NULL	31	Pale Ale	NULL	NULL
Pisgah Hellbender Barleywine	9.8	NULL	NULL	NULL	14	Barley Wine	NULL	NULL
Pisgah India Pale Ale	7.5	NULL	NULL	NULL	10	India Pale Ale	NULL	NULL
Pisgah Pale Ale	5.5	NULL	NULL	NULL	31	Pale Ale	NULL	NULL
Pisgah Porter	0	NULL	NULL	NULL	23	Porter	NULL	NULL
Pisgah Solstice	9	NULL	NULL	NULL	9	Tripel	NULL	NULL
Pisgah Valdez	6.8	NULL	NULL	NULL	11	Stout	NULL	NULL
Pisgah Vortex I	10.8	NULL	NULL	NULL	36	Strong Ale	NULL	NULL
Pisgah Vortex II	11.7	NULL	NULL	NULL	11	Stout	NULL	NULL
Pivovar Velké Popovice Kozel Cerny	3.8	NULL	NULL	NULL	20	Lager	NULL	NULL
Pivovar Velké Popovice Kozel Premium	4.8	NULL	NULL	NULL	12	Pilsner	NULL	NULL
Pivovar Velké Popovice Kozel Svetly	4	NULL	NULL	NULL	12	Pilsner	NULL	NULL
Plzensky Prazdroj Pilsner Urquell	4.4	40	1.015	5	12	Pilsner	82	Czech Pilsener
Port / Pizza Port 2nd Anniversary	9.5	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
Port / Pizza Port 3rd Anniversary	10	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
Port / Pizza Port Brother Levonian	6.5	25	1.007	9	24	Saison	36	Saison / Farmhouse Ale
Port / Pizza Port Brouwer's Imagination	6.5	17	1.01	8	24	Saison	14	American Wild Ale
Port / Pizza Port High Tide	6.5	50	1.014	11	10	India Pale Ale	8	American IPA
Port / Pizza Port Hop-15	10.5	90	1.017	12	10	India Pale Ale	6	American Double / Imperial IPA
Port / Pizza Port Isabelle Proximus	7	17	1.01	8	32	Wild Ale	14	American Wild Ale
Port / Pizza Port Moon Lit Sessions	5	23	1.014	11	42	Marzen	95	Märzen / Oktoberfest
Port / Pizza Port Old Viscosity	10	85	1.02	13	36	Strong Ale	13	American Strong Ale
Port / Pizza Port Older Viscosity	12	70	1.024	35	36	Strong Ale	7	American Double / Imperial Stout
Port / Pizza Port Panzer Imperial Pilsner	9	90	1.015	12	20	Lager	76	American Double / Imperial Pilsner
Port / Pizza Port Santa's Little Helper	10	70	1.024	35	11	Stout	56	Russian Imperial Stout
Port / Pizza Port Shark Attack	9.2	32	1.012	13	36	Strong Ale	1	American Amber / Red Ale
Port / Pizza Port Wipeout I.P.A.	7	50	1.014	11	10	India Pale Ale	8	American IPA
Pretty Things American Darling	7	10	1.006	3	20	Lager	78	American Pale Lager
Pretty Things Baby Tree	9	28	1.017	17	34	Quad	35	Quadrupel (Quad)
